ID,movie_name,year,Timing(min),Rating(10),Votes,Genre,Language
tt0273803,meenakshi kalyanam,1998.0,131 min,4.1,34,"Comedy, Romance            ",malayalam
tt0266439,dacait,1987.0,158 min,6.4,266,"Action, Drama            ",hindi
tt9002116,karisakattu poove,2000.0,140 min,4.0,6,Drama            ,tamil
tt4494598,psychosis,2000.0,-,-,-,"Short, Mystery            ",urdu
tt4695284,dhurandhar bhatawdekar,2015.0,-,4.4,5,Comedy            ,marathi
tt1579724,ammai kapuram,1995.0,-,-,-,Family            ,telugu
tt11483028,laat sahab,2010.0,143 min,-,-,"Drama, Family, Romance            ",hindi
tt0214073,sangamam,1999.0,153 min,6.4,191,"Drama, Music            ",tamil
tt0063111,humsaya,1968.0,-,6.4,18,"Action, Drama, Mystery            ",hindi
-,adhrushyam,2000.0,-,-,-,Drama            ,telugu
tt0427525,mera muqaddar,1988.0,-,-,-,Action            ,hindi
tt1418687,jigar,1998.0,-,3.7,213,"Comedy, Drama, Romance            ",marathi
tt13145118,verukal,1997.0,-,-,-,Drama            ,malayalam
tt1579924,adirindayya chandram,2005.0,-,2.9,13,Drama            ,telugu
tt10853270,kombans-the onam song,2000.0,-,-,-,"Short, Musical            ",malayalam
tt3736892,bhayanak maut,2000.0,-,7.3,7,Horror            ,hindi
tt8853592,mudda hai bhookh: the war,2018.0,114 min,7.2,13,Drama            ,hindi
tt0779762,sardar dharmanna,1987.0,120 min,8.4,55,Drama            ,telugu
tt1858396,arai enn 305-il kadavul,2008.0,164 min,5.7,244,"Comedy, Fantasy            ",tamil
tt14230456,main akela,1972.0,-,-,-,-,punjabi
tt6143516,shokan mele di,1965.0,-,-,-,Drama            ,punjabi
tt5242068,ranveer,2012.0,-,-,-,Action            ,bhojpuri
tt0403707,yudhpath,1992.0,-,-,-,"Action, Crime, Drama            ",hindi
tt3172262,maduve mane,2011.0,131 min,5.6,13,"Comedy, Drama, Romance            ",kannada
tt7333470,shaheen,1980.0,60 min,9.0,6,History            ,urdu
tt1373072,amarnath,1978.0,123 min,-,-,-,kannada
tt0788176,prema kiritam,1988.0,-,-,-,Drama            ,telugu
tt1251364,rainbow,2008.0,-,4.6,25,Romance            ,telugu
tt0250395,gadondu henneradu,1969.0,-,8.0,9,-,kannada
-,kalainganin kadhal,2000.0,122 min,-,-,Romance            ,tamil
tt8066530,ken,2017.0,10 min,-,-,"Short, Family            ",malayalam
tt0268456,meri adaalat,1984.0,131 min,5.1,22,"Action, Thriller            ",hindi
tt0317243,chinnavar,1992.0,-,5.0,20,-,tamil
tt0355173,achan rajav appan jethavu,1995.0,125 min,5.0,29,-,malayalam
tt0137958,mirza ghalib,1954.0,145 min,7.0,103,"Biography, Drama, Musical            ",oriya
-,maiyat,2000.0,-,-,-,Thriller            ,hindi
tt3336718,teen murti,2009.0,121 min,6.1,12,Drama            ,bengali
tt0381313,khandaan,1979.0,130 min,6.5,19,"Drama, Romance            ",hindi
tt4271934,ranokhetro,1998.0,140 min,6.9,11,"Action, Drama, Family            ",bengali
tt3138532,oye hoye pyar ho gaya,2013.0,131 min,4.6,37,"Comedy, Romance            ",punjabi
tt0278531,kiraatham,1985.0,-,-,-,-,malayalam
tt0246942,sookha,1983.0,119 min,6.6,9,Drama            ,hindi
tt0418881,mere saath chal,1986.0,-,5.6,9,Drama            ,hindi
tt0242840,sampoorna ramayana,1961.0,183 min,7.4,48,"Drama, Adventure, Action            ",hindi
tt14296624,sukanya tu aahes tar mi aahe aamhi aahot,2012.0,-,-,-,Drama            ,marathi
tt0326106,sati ansuya,1971.0,141 min,-,-,-,telugu
tt2378334,aval varuvala,1998.0,145 min,6.2,228,"Romance, Thriller            ",tamil
tt0319705,korappan the great,2001.0,-,3.8,18,Comedy            ,malayalam
tt0386483,gawaiya,1954.0,-,-,-,"Drama, Family, Musical            ",hindi
tt14229396,prem bibhrat,2012.0,-,-,-,Drama            ,bengali
tt2346144,mujram kaun,1971.0,-,-,-,-,punjabi
tt0361037,tagore,2003.0,175 min,7.8,"2,109","Action, Drama            ",telugu
tt4973798,bhagat singh,2002.0,-,3.6,5,Drama            ,hindi
tt0074710,jana aranya,1975.0,131 min,8.4,"1,434",Drama            ,bengali
tt1821692,united six,2011.0,-,3.9,45,"Action, Drama, Thriller            ",hindi
tt7205556,nishpap asami,1997.0,136 min,-,-,Drama            ,bengali
tt12264398,the painter,2000.0,82 min,8.4,10,Thriller            ,kannada
tt0070009,duvidha,1973.0,82 min,7.0,570,"Drama, Fantasy, Romance            ",hindi
tt11390452,daawat-e-biryani,2019.0,89 min,7.1,22,Drama            ,hindi
tt0320112,naagara mahimey,1984.0,-,-,-,-,kannada
-,not today,2000.0,92 min,-,-,Drama            ,hindi
tt6276884,kare la kamaal dharti ke laal,2014.0,-,-,-,Action            ,bhojpuri
tt9743226,big sister punam,2009.0,51 min,-,-,"Documentary, Family            ",nepali
tt1301698,1920,2008.0,138 min,6.4,"3,004","Horror, Mystery, Romance            ",hindi
tt0353265,"cid unnikrishnan b.a., b.ed.",1994.0,150 min,6.8,261,"Comedy, Mystery            ",malayalam
tt0154463,ethiroli,1970.0,166 min,7.4,25,"Drama, Thriller            ",tamil
tt7022110,aval pinne ayaalum,2017.0,9 min,-,-,"Short, Drama            ",malayalam
tt0816701,waqt ke shehzade,1982.0,-,3.6,5,Musical            ,hindi
tt2417628,ganda hendathi,2006.0,-,6.1,24,"Romance, Thriller            ",kannada
tt0363425,andarikante monagadu,1985.0,-,-,-,-,telugu
-,padosi,2000.0,-,-,-,Drama            ,hindi
tt3253678,matter,2012.0,-,7.2,6,Action            ,marathi
tt8364102,professor shanku o el dorado,2019.0,90 min,5.3,420,Drama            ,bengali
tt5443048,roktakto bangla,1972.0,-,6.2,6,War            ,bengali
tt9614452,the big bull,2021.0,153 min,5.0,"9,624","Biography, Crime, Drama            ",hindi
tt5539430,cheetay,2000.0,-,-,-,Comedy            ,urdu
tt0322983,kokkarako,1983.0,136 min,-,-,-,tamil
tt7870694,goodbye kathmandu,2017.0,129 min,-,-,Drama            ,nepali
tt1590018,ek pashia brishti,1991.0,-,-,-,Drama            ,bengali
tt1587114,anya mati anya rang,1971.0,-,-,-,Drama            ,bengali
tt0232126,morni,1975.0,-,-,-,Comedy            ,punjabi
tt11732498,nag nagini,1998.0,-,-,-,Drama            ,bengali
tt9148714,waada,2000.0,-,-,-,"Drama, Romance            ",urdu
tt5849126,raja manthiri,2016.0,128 min,7.1,74,"Comedy, Drama            ",tamil
tt0073104,hera pheri,1976.0,164 min,6.8,983,"Action, Comedy, Crime            ",hindi
tt7514302,bhalwan singh,2017.0,135 min,6.5,71,Family            ,punjabi
tt4384350,picket 43,2015.0,104 min,7.2,"1,148","Drama, Thriller            ",malayalam
tt11060730,maniyarayile ashokan,2020.0,110 min,4.6,"1,039","Comedy, Romance            ",malayalam
tt7055812,chain aye na,2017.0,149 min,5.3,36,Romance            ,urdu
tt0155947,pashu palan,1979.0,-,-,-,-,hindi
tt0231332,chand,1944.0,-,-,-,-,hindi
tt9278042,probahini,2016.0,-,-,-,Drama            ,bengali
tt0357009,phantom,2002.0,120 min,4.7,163,"Action, Comedy, Drama            ",malayalam
tt0389309,ramkali,1985.0,141 min,5.4,12,Action            ,hindi
tt0234966,vande mataram,1985.0,173 min,6.2,11,Drama            ,telugu
tt0152386,shahzadi,1941.0,-,-,-,-,hindi
tt0080435,bhavni bhavai,1981.0,135 min,6.6,113,"Comedy, Drama            ",gujarati
-,ice mahal,2000.0,122 min,-,-,Drama            ,kannada
tt1515204,li fa dian de nu er,2009.0,76 min,5.6,30,Drama            ,malayalam
tt13979010,12 am madhyarathri,2012.0,-,-,-,Drama            ,kannada
tt1411904,nanda-deepa,1962.0,154 min,8.2,12,-,kannada
tt6591442,abhishek,2005.0,-,-,-,Drama            ,bengali
tt0266304,barrister's wife,1935.0,158 min,-,-,-,hindi
tt7650962,chakkara maavin kombathu,2017.0,119 min,7.1,8,Drama            ,malayalam
tt1579822,no,2005.0,132 min,-,-,Romance            ,telugu
tt1435453,anbu,1953.0,138 min,-,-,-,tamil
tt7177642,khido khundi,2018.0,152 min,6.5,90,"Drama, Sport            ",punjabi
tt0361532,doosri dulhan,1983.0,153 min,6.9,15,"Drama, Family            ",hindi
tt0175422,aandhiyan,1990.0,145 min,4.9,37,Drama            ,hindi
tt8943198,dhartichi lekaren,1970.0,-,-,-,Family            ,marathi
tt5568764,cholai,2016.0,97 min,7.4,84,Comedy            ,bengali
tt0371894,preet na jane reet,1966.0,-,6.4,28,Romance            ,hindi
tt1477000,konte pilla,1967.0,177 min,-,-,-,telugu
tt6007342,lalu bhulu,1983.0,-,6.2,5,Drama            ,bengali
tt1229392,sunehre sapne,1961.0,-,-,-,-,urdu
tt3724158,kaamini raaten,1991.0,-,-,-,Thriller            ,hindi
tt10229794,paapam cheyyathavar kalleriyatte,2020.0,117 min,5.6,337,Comedy            ,malayalam
tt11755040,run kalyani,2019.0,100 min,6.8,15,Drama            ,malayalam
tt5487250,deswa,2011.0,132 min,9.3,59,Drama            ,bhojpuri
tt1821536,manikanda,2007.0,121 min,3.7,38,"Action, Crime, Drama            ",tamil
tt0157848,jal-jangal,1959.0,-,-,-,-,bengali
-,raj mohan untitled movie,2000.0,-,-,-,Drama            ,tamil
tt9711368,naalaiya pozhuthum unnodu,2007.0,130 min,-,-,Drama            ,tamil
tt6771678,karsandas pay and use,2017.0,136 min,7.6,424,Romance            ,gujarati
tt8719006,garjana,1995.0,124 min,-,-,Drama            ,telugu
tt3319514,meendum pallavi,1986.0,114 min,-,-,"Action, Drama            ",tamil
tt2391732,sundara,2012.0,148 min,6.9,595,"Comedy, Drama, Family            ",tamil
-,tum hi ho,2000.0,-,-,-,Romance            ,hindi
tt9039260,bangalore girl,2018.0,-,-,-,"Short, Thriller            ",malayalam
-,etawah safari,2000.0,130 min,-,-,Thriller            ,hindi
tt0215744,ekadashi,1955.0,-,-,-,Fantasy            ,hindi
tt3548884,yashodhara,1991.0,-,-,-,Drama            ,hindi
tt4677716,dil aa gaya,2001.0,-,-,-,Romance            ,hindi
tt0157734,har har mahadev,1974.0,-,6.9,23,Fantasy            ,hindi
tt0233223,annaiyum pithavum,1969.0,154 min,6.0,6,-,tamil
tt5676466,dui noyoner alo,2005.0,153 min,7.7,35,Drama            ,bengali
tt0405428,vajra: the weapon,2004.0,-,-,-,"Action, Thriller            ",hindi
tt2175667,garhasti,1971.0,-,-,-,-,urdu
tt10073458,but what was she wearing?,2018.0,110 min,-,-,Documentary            ,malayalam
tt0400926,vigathakumaran,2003.0,-,-,-,Comedy            ,malayalam
tt13312170,mungla,2015.0,120 min,-,-,Drama            ,marathi
tt0278291,ajnabee,2001.0,165 min,6.4,"8,073","Action, Crime, Drama            ",hindi
tt0231558,ezhu rathrikal,1968.0,140 min,-,-,-,malayalam
tt12016628,jete jete pothe,2020.0,-,8.2,5,Drama            ,bengali
tt2856956,nagin aur nagina,1987.0,-,-,-,Drama            ,hindi
tt11655244,khamosh raho,1964.0,-,-,-,Crime            ,urdu
tt2784620,ek aurat do joote,1978.0,-,-,-,Comedy            ,hindi
tt14115896,boom rang village,2000.0,-,-,-,Comedy            ,malayalam
tt0155737,halla gulla,1954.0,-,-,-,-,hindi
tt7243914,punte parade,2014.0,-,-,-,"Drama, Romance            ",nepali
tt1582617,taj mahal,2010.0,-,6.2,17,Action            ,telugu
tt13288378,su rahu de,2012.0,-,-,-,Drama            ,marathi
tt10081154,maanasi,2019.0,-,-,-,Drama            ,tamil
tt0390667,zulm ki hukumat,1992.0,-,5.3,132,"Action, Crime, Drama            ",hindi
tt10092464,adbhoot - ek dhandal saira vaira,2020.0,-,-,-,Drama            ,marathi
tt14091818,ajeeb daastaans,2021.0,142 min,6.8,"2,352","Drama, Romance            ",hindi
tt0215914,kulavilakku,1969.0,-,5.6,14,-,tamil
tt0239003,gharwali,1948.0,-,-,-,-,gujarati
tt0331868,bambaiwali,1941.0,-,-,-,-,hindi
tt3801886,pappu ki pugdandi,2015.0,83 min,6.0,12,Drama            ,hindi
tt12850062,kureyon shinchan: gekitotsu rakugakingudamu to hobo shi-ri no yusha,2020.0,103 min,8.0,85,"Animation, Family            ",tamil
tt1340649,faltu utpatang chutpati kahani,2007.0,-,-,-,Comedy            ,hindi
tt9740272,naukar vahuti da,2019.0,120 min,5.4,159,Comedy            ,punjabi
tt0376619,ghar ki laxmi,1990.0,-,-,-,-,hindi
tt0269451,kodumkattu,1983.0,-,-,-,-,malayalam
tt5443136,bagha bangali,1972.0,-,7.2,5,War            ,bengali
tt2429930,khwaabb,2014.0,90 min,5.5,68,"Drama, Romance, Sport            ",hindi
tt8333954,hamari paltan,2018.0,100 min,-,-,Drama            ,hindi
-,mysore diaries,2000.0,-,-,-,-,kannada
tt0213971,padi pishir barmi baksha,1972.0,118 min,7.5,13,Drama            ,bengali
tt4936490,ghajini returns,2009.0,-,-,-,Action            ,hindi
tt2131469,arpan,1957.0,-,6.9,9,"Drama, Thriller            ",hindi
tt5002868,munde patiale de,2012.0,104 min,4.8,10,Comedy            ,punjabi
tt0386650,mounam pesiyadhe,2002.0,148 min,7.6,"1,677","Drama, Romance            ",tamil
tt1508259,dhara,2008.0,95 min,4.3,11,"Drama, Romance            ",hindi
tt1389535,nyayave devaru,1971.0,-,8.5,16,-,kannada
tt9230790,dodhar - the dilemma,2016.0,35 min,-,-,"Documentary, Short            ",nepali
tt11012206,lallu ki laila,2019.0,168 min,-,-,Drama            ,bhojpuri
tt11064472,market raja mbbs,2019.0,156 min,3.1,41,Action            ,tamil
tt11513870,dhakad lover,2017.0,126 min,-,-,Drama            ,hindi
tt0266882,ram doohai,1984.0,-,-,-,-,gujarati
tt0352891,swamy sreenarayana guru,1986.0,-,-,-,-,malayalam
tt11091676,siddhi seere,2019.0,-,8.6,13,Drama            ,kannada
tt5834840,shikari,2001.0,146 min,6.9,16,"Action, Drama, Romance            ",bengali
tt8426964,drama,2018.0,146 min,4.3,458,"Comedy, Drama            ",malayalam
tt0214457,ahuti,1941.0,-,-,-,-,bengali
tt2637598,dharam ka insaaf,1993.0,-,-,-,Action            ,hindi
tt0272118,haathi mere saathi,1971.0,170 min,6.9,"1,134","Drama, Family, Musical            ",hindi
tt1737267,wanted,2010.0,110 min,6.1,375,Action            ,bengali
tt2779638,poster,1984.0,-,-,-,Drama            ,hindi
tt0456549,mr ya miss,2005.0,136 min,3.6,462,"Comedy, Fantasy            ",hindi
tt6651090,bhangarh: the last episode,2017.0,84 min,5.2,13,Horror            ,hindi
tt13070966,ottam aarambam,2014.0,-,-,-,Drama            ,tamil
tt8948038,enga muthalali,1993.0,150 min,3.5,6,Drama            ,tamil
tt1640146,lollipop,2008.0,136 min,3.9,241,Drama            ,malayalam
tt3744134,kaminaa pyasa pati,2000.0,-,-,-,Thriller            ,hindi
tt2722792,simha swapnam,1989.0,-,-,-,Drama            ,telugu
tt7278742,chammak challo,1996.0,-,-,-,Drama            ,rajastani
tt12800286,the shadow puppet play nizhal pavakkoothu,2015.0,-,-,-,"Documentary, Short            ",malayalam
tt0184688,love in canada,1979.0,130 min,3.0,5,"Drama, Romance            ",hindi
tt2006319,zakhmi sherni,2001.0,-,4.0,6,Action            ,hindi
tt9614994,rabb da radio 2,2019.0,129 min,7.1,254,Drama            ,punjabi
tt8458178,chotto goyenda,2018.0,122 min,-,-,Drama            ,bengali
tt3261022,kajarya,2013.0,132 min,6.6,130,Drama            ,hindi
tt8857606,tolet,2013.0,127 min,-,-,Drama            ,telugu
-,kesarina kamala,2021.0,-,-,-,Drama            ,kannada
tt3483712,raja natwarlal,2014.0,141 min,6.1,"3,995","Crime, Thriller            ",hindi
-,monkey donkey,2000.0,-,-,-,Drama            ,tamil
tt10448854,mopa diary,2019.0,-,-,-,Thriller            ,kashmiri
tt4384384,survivor,2000.0,9 min,7.4,9,"Short, Drama            ",malayalam
tt11709094,pratidwandi,2021.0,-,8.8,404,"Crime, Thriller            ",bengali
-,sarsenapati hambirrao,2021.0,-,-,-,History            ,marathi
tt4651978,the dc night show,2000.0,-,-,-,"Short, Talk-Show            ",urdu
tt1587240,panna hirey chunni,1969.0,-,-,-,-,bengali
tt0346548,avgat,2001.0,-,4.5,8,"Action, Crime, Drama            ",hindi
tt0353213,ayalathe addeham,1992.0,141 min,6.8,147,"Comedy, Drama, Family            ",malayalam
tt0485795,apradhi,1974.0,122 min,7.8,5,Drama            ,hindi
tt4321320,kanimozhi,2010.0,115 min,5.7,13,"Musical, Romance            ",tamil
tt1620684,adhura sapna,2007.0,88 min,4.7,11,Drama            ,hindi
tt4983736,idhu namma aalu,2016.0,137 min,5.2,574,"Comedy, Romance            ",tamil
tt1579535,champion,1992.0,-,-,-,Drama            ,telugu
tt8694514,jai devaa,1993.0,-,4.2,5,Romance            ,hindi
tt1102318,red salute,2006.0,-,4.0,16,"Action, Drama            ",malayalam
tt13729788,krishna nee late aagi baaro,2010.0,143 min,-,-,Drama            ,kannada
tt0249985,sruthilayalu,1987.0,-,7.9,99,"Drama, Musical            ",telugu
tt0235094,ziddi,1948.0,-,7.8,37,Drama            ,hindi
tt6303464,mummy save me,2016.0,131 min,5.5,92,Horror            ,kannada
tt11952044,duniya na manay,1971.0,-,-,-,Drama            ,urdu
tt2002868,anegan,2015.0,154 min,6.7,"2,996","Action, Romance, Thriller            ",tamil
tt3728220,kaand black scandal,2013.0,-,-,-,Drama            ,hindi
tt0048395,munimji,1955.0,163 min,7.4,93,"Comedy, Musical, Romance            ",hindi
tt0257537,devi devayani,1931.0,150 min,-,-,-,hindi
tt0213611,dharam veer,1977.0,165 min,6.7,695,"Action, Adventure, Comedy            ",hindi
tt0053706,chaudhvin ka chand,1960.0,169 min,7.2,453,"Drama, Musical, Romance            ",urdu
tt2215479,saraswathy sapadham,1966.0,-,-,-,-,malayalam
tt3063904,sasu cha swayamwar,2013.0,130 min,-,-,Comedy            ,marathi
tt0119285,hero no. 1,1997.0,134 min,6.1,"2,668","Comedy, Drama, Musical            ",hindi
tt13231704,july 22 1947,2016.0,137 min,-,-,Drama            ,kannada
tt0156014,red rose,1980.0,125 min,6.2,166,"Crime, Romance, Thriller            ",hindi
tt0158732,ma ek mandir,1988.0,-,3.8,5,Drama            ,bengali
tt12076588,endure,2019.0,-,-,-,"Short, Thriller            ",malayalam
tt7277990,binani hove aisi,2002.0,-,-,-,Romance            ,rajastani
tt9855672,ami o manohor,2018.0,-,-,-,Drama            ,bengali
tt14515242,kurkure jhatpat jugaar,2000.0,-,-,-,Comedy            ,urdu
tt0315784,ariyappedatha rahasyam,1981.0,-,6.2,6,"Action, Crime, Thriller            ",malayalam
tt10524876,lullaby,2000.0,-,-,-,Drama            ,bengali
tt0056232,meri surat teri ankhen,1963.0,-,7.8,52,"Drama, Musical, Romance            ",hindi
tt0238405,manini,1961.0,127 min,7.8,5,-,marathi
tt0283405,indriyam,2000.0,127 min,5.0,47,"Horror, Musical            ",malayalam
tt2354586,ho yaqeen,2000.0,22 min,7.3,9,Documentary            ,oriya
tt2268507,mayer samman,2001.0,143 min,6.8,12,"Action, Comedy, Drama            ",bengali
tt0378966,veer bharat,1934.0,-,-,-,-,hindi
tt0262714,pyaasa sawan,1981.0,161 min,7.4,75,"Family, Romance            ",hindi
tt4087890,boochamma boochodu,2014.0,125 min,4.3,26,"Comedy, Horror            ",telugu
tt0272433,abhigyan,1938.0,143 min,-,-,Drama            ,bengali
-,madrasi,2000.0,-,-,-,-,telugu
tt0258323,yogammullaval,1971.0,-,-,-,-,malayalam
tt2773898,red wine,2000.0,127 min,5.3,425,"Mystery, Thriller            ",malayalam
tt1062302,koshish,1943.0,-,-,-,-,hindi
tt13393356,pazhagiyathe pirivatharka,2011.0,-,-,-,Drama            ,tamil
tt3144804,ilampuyal,2009.0,140 min,7.0,421,"Action, Romance            ",tamil
tt12775338,sharp shooter,2015.0,135 min,-,-,"Action, Comedy            ",kannada
tt4095610,chinna ramasamy periya ramasamy,2000.0,-,-,-,Family            ,tamil
tt0252580,katil katar,1935.0,-,-,-,-,hindi
tt8457754,mona pagla,1984.0,-,-,-,Drama            ,bengali
tt7860162,fateko jutta 2,2018.0,-,-,-,"Drama, Romance            ",nepali
tt13481114,kaipesi yen,2010.0,-,-,-,Drama            ,tamil
tt0260677,aatma bandhuvulu,1987.0,-,-,-,Drama            ,telugu
tt6233996,jaan e jaana,1988.0,-,-,-,Romance            ,hindi
tt11113672,kafra,2011.0,131 min,-,-,Drama            ,punjabi
tt0247581,nirdosh,1950.0,-,-,-,-,hindi
tt0280642,engeyo ketta kural,1982.0,120 min,7.5,71,"Drama, Romance            ",tamil
tt6509928,pratibha,2019.0,-,8.6,7,Drama            ,marathi
tt8529450,manasuku nachindi,2018.0,120 min,-,-,"Family, Romance            ",telugu
tt2976176,lakshmi,2014.0,115 min,7.9,"1,507",Drama            ,hindi
tt1278022,chakravarthi,1990.0,-,-,-,Drama            ,kannada
tt2725264,idhu satthiyam,1963.0,-,-,-,Drama            ,tamil
tt0231215,bari behen,1949.0,-,6.1,18,"Drama, Family            ",hindi
tt2251122,gulestan,1978.0,-,-,-,Drama            ,urdu
tt0243354,kankantala light railway,1950.0,-,-,-,Drama            ,bengali
tt12828476,killadi raman,2011.0,134 min,-,-,"Comedy, Drama            ",malayalam
tt0049643,putrabadhu,1956.0,131 min,6.8,9,Drama            ,bengali
-,stories,2000.0,-,-,-,Drama            ,hindi
tt14078162,vacation,2000.0,-,-,-,Drama            ,marathi
tt0176133,shararat,1972.0,-,6.7,24,Drama            ,hindi
tt9121936,dil mom ka diya,2000.0,-,8.8,125,"Drama, Family            ",oriya
tt6080914,dora,2017.0,139 min,5.3,766,"Action, Horror, Thriller            ",tamil
tt0384268,lady robinhood,1946.0,-,5.4,5,"Action, Adventure            ",hindi
tt0109069,akka,1994.0,-,3.9,20,-,marathi
tt5677328,50/50 comedy club,2000.0,2 min,-,-,"Short, Comedy            ",urdu
tt5255918,armaan,1996.0,-,-,-,Drama            ,hindi
tt4701630,mosagallaku mosagadu,2015.0,127 min,6.2,652,"Action, Comedy, Crime            ",telugu
tt4203744,mothron ki basti mein karna kunti samvaad,1993.0,-,-,-,Drama            ,hindi
tt6942020,ennale peytha mazha,2000.0,-,-,-,Biography            ,malayalam
tt1440167,engerindho vandhaal,1970.0,153 min,6.7,10,-,tamil
tt0377811,draupadi vastraharan,1952.0,-,-,-,-,hindi
tt0399394,nakli nawab,1962.0,134 min,5.9,7,"Drama, Romance            ",hindi
-,vaariyamkunnan,2021.0,-,-,-,"Action, Drama, History            ",malayalam
tt1606297,naaga,2003.0,-,4.0,331,Action            ,telugu
tt0240713,mappusakshi,1971.0,-,-,-,-,malayalam
-,jivan aakhyan,2000.0,-,-,-,Drama            ,gujarati
tt4163510,na hannyate,2012.0,136 min,7.1,45,Drama            ,bengali
tt0111332,swaham,1994.0,141 min,7.1,57,Drama            ,malayalam
tt0331838,ambalavilakku,1980.0,-,-,-,-,malayalam
tt0390651,zid,1976.0,118 min,-,-,Drama            ,hindi
tt6998630,uru,2017.0,111 min,5.9,301,Thriller            ,tamil
tt0258831,naga nandini,1961.0,-,-,-,-,tamil
tt6240990,kukkhato nuru,2007.0,-,-,-,Action            ,bengali
tt5335826,my dear mummy,2014.0,-,5.5,8,Drama            ,malayalam
tt2789850,ithu pathiramanal,2013.0,120 min,5.2,24,Thriller            ,malayalam
tt11570062,dinga,2020.0,107 min,4.8,6,Drama            ,kannada
tt13906954,nee illadhe,2011.0,120 min,-,-,Drama            ,kannada
tt0309926,noorie,1979.0,120 min,6.1,159,"Drama, Family, Romance            ",hindi
tt0279266,netri kann,1981.0,149 min,7.2,235,Drama            ,tamil
tt11516302,filmsaaz,2019.0,-,-,-,Drama            ,urdu
tt9511560,thera para,2000.0,-,8.9,259,"Short, Comedy            ",malayalam
tt0102702,pratigyabadh,1991.0,125 min,5.5,35,Drama            ,hindi
tt1380110,huli hejje,1984.0,114 min,-,-,-,kannada
tt0485204,duet,1994.0,156 min,6.5,272,"Musical, Romance            ",tamil
tt9359606,shehnshah-e-jahangir,1968.0,-,-,-,"Biography, History, Romance            ",urdu
tt7972000,junko,2017.0,78 min,3.4,7,Crime            ,hindi
tt6075690,operation agneepath,2020.0,-,8.6,19,"Action, Crime, Thriller            ",bengali
tt8983274,the great gabru,2018.0,-,-,-,Drama            ,punjabi
tt5556784,kodi,2016.0,145 min,6.8,"2,265","Action, Drama, Thriller            ",tamil
tt8677428,nai nabhannu la,2010.0,-,6.6,13,Romance            ,nepali
tt1796580,orr eravuu,2010.0,-,7.8,43,"Horror, Mystery, Thriller            ",tamil
tt11085842,the resident,2000.0,44 min,8.7,244,Drama            ,oriya
tt12430262,gandhi ni bakri,2019.0,103 min,-,-,Drama            ,gujarati
tt0368243,sazaa,1972.0,-,5.0,6,"Action, Thriller            ",hindi
tt0265495,papam pasivaadu,1972.0,135 min,8.0,25,"Adventure, Drama, Thriller            ",telugu
tt10219314,kilakku veluthachu,1992.0,137 min,-,-,Drama            ,tamil
tt0403255,mahi munda,1956.0,-,-,-,-,punjabi
tt0263248,daddy daddy,1998.0,140 min,6.0,9,Drama            ,telugu
tt4118740,9 kk road,2010.0,-,4.0,5,"Crime, Mystery, Thriller            ",malayalam
tt0316049,jamai shashthi,1931.0,-,5.9,11,Drama            ,bengali
tt0481080,chekavan,2004.0,-,-,-,-,malayalam
tt0245199,khelaghar,1951.0,72 min,-,-,-,bengali
tt1982143,pillaiyar theru kadaisi veedu,2011.0,155 min,4.4,9,"Drama, Romance            ",tamil
tt0069218,sanjog,1972.0,150 min,6.2,132,"Comedy, Drama, Family            ",hindi
tt1590127,nabab,1991.0,-,5.7,13,Drama            ,bengali
tt2462414,outlawed in pakistan,2013.0,40 min,8.1,43,"Documentary, Short, News            ",oriya
tt13145178,sneha chakra,2017.0,135 min,7.3,6,Drama            ,kannada
tt14338646,nanage neenu ninage naanu,2005.0,-,-,-,Drama            ,kannada
tt6546086,dhatteriki,2017.0,-,5.5,74,"Comedy, Romance            ",bengali
tt4462536,shishira,2009.0,120 min,-,-,Thriller            ,kannada
tt0112359,andolan,1995.0,165 min,5.1,245,"Action, Comedy, Drama            ",hindi
tt0265148,main prem ki diwani hoon,2003.0,197 min,4.0,"4,339","Comedy, Drama, Musical            ",hindi
tt2100612,return of mr. superman,1960.0,-,3.8,14,"Action, Adventure, Crime            ",hindi
tt0258236,tara,1970.0,-,-,-,-,malayalam
tt8429654,gadho,2018.0,14 min,-,-,"Short, Drama            ",rajastani
tt4649324,dulla bhatti,1998.0,-,-,-,Action            ,punjabi
tt14325674,ishq dwwana,1975.0,-,-,-,-,punjabi
-,gesu,2000.0,-,-,-,History            ,tamil
tt1029314,ho sakta hai!,2004.0,101 min,6.2,44,"Crime, Horror, Thriller            ",hindi
tt5465512,kaal,2007.0,118 min,5.8,13,Drama            ,bengali
tt1373166,madhura sangama,1978.0,126 min,-,-,-,kannada
tt11369688,sheol,2020.0,-,-,-,Horror            ,hindi
tt12166026,i'm sorry noor,2020.0,25 min,-,-,"Short, Crime            ",urdu
tt0213647,fauji chacha,1980.0,-,7.3,6,-,punjabi
tt6915012,gouri kalyana vaibhogame,2012.0,-,-,-,Drama            ,telugu
tt9045202,mappillai gounder,1997.0,141 min,4.2,8,Drama            ,tamil
tt9056638,hrad,1955.0,-,-,-,Mystery            ,bengali
tt0318802,veetla visheshanga,1994.0,155 min,6.5,44,-,tamil
tt8890110,antha akkade jarigindi,2014.0,121 min,-,-,"Drama, Horror, Thriller            ",telugu
tt0033516,darshan,1941.0,-,7.0,8,-,hindi
tt14229530,pather sesh kothay,2012.0,-,-,-,Drama            ,bengali
